amount,hour_of_day,transactions_last_hour,is_new_device,account_age_days,is_fraud
1090.5249012504505,19.333192177974617,1,0,330.0390452971236,0
712.1391852099825,17.02469494958469,2,0,497.4819966531625,0
185.91990121563765,17.279169280581392,0,0,706.9732462381559,0
302.57418838676915,10.199018126354225,0,0,235.73108030893385,0
80.316680563006,8.251524009491906,1,0,445.90122892449136,0
248.31402242283625,17.004116051629765,1,0,280.2877368646718,0
283.85250045984543,10.069652476214104,1,0,423.64647949789963,0
366.8150313387705,13.786394850058496,1,0,448.40259667910954,0
358.46579838251654,16.874714672714212,1,0,423.8019971583474,0
576.410526804385,15.051797713999582,0,0,404.5440228310934,0
833.6491155745633,20.18339154735923,0,0,399.8391229823175,0
220.32268816087424,15.297674315548447,4,0,434.0973116665051,0
75.85550097127673,7.186019178891721,3,0,669.5836102858974,0
149.65061390461503,19.11402481678781,1,0,784.7580439872754,0
2335.781000327529,15.105762428887328,1,0,254.9061288791991,0
142.74024590444972,17.91498286877694,1,0,827.6624632575218,0
261.6337633009931,20.742242017098924,1,1,363.9144230980117,0
335.615983736006,16.286843334084494,1,0,448.2453478053407,0
400.59663148402615,12.747033062257085,1,0,911.6729568671726,0
632.58725030345,14.394876362815097,1,0,530.6222692745815,0
1058.0505970476336,13.195127213878774,2,0,860.7351376746102,0
469.83872247881027,20.84086861846431,1,0,384.4967440355086,0
121.91625903695905,12.542909904848175,1,0,506.54989331537934,0
880.0792863537224,13.521165813979373,0,0,644.4704149471619,0
148.60537672178575,7.248795896649034,0,0,261.5904880685077,0
149.23670192782632,12.919666485900485,2,0,379.6058364320697,0
207.62470249600318,16.935892553192044,0,0,1047.406479042899,0
1134.5323485467195,16.09527721043604,1,0,395.82840731421487,0
137.5663259399483,16.390845760211477,0,0,131.10945942111226,0
517.7284856845645,17.187303107570802,4,0,186.3155955930345,0
167.81186028374788,13.801515283511288,1,0,405.1121642640807,0
729.3129912914414,14.513631194843446,0,0,586.0282098712698,0
104.23915855359667,23.0,0,0,759.0771489647681,0
396.8920136019383,10.649384630160428,1,0,169.76414156736453,0
96.85097173633831,11.635176403863912,0,0,679.566528272715,0
375.73334733064127,2.8173050076082315,1,0,726.7305971119546,0
390.9617246107509,17.280825033161282,0,0,816.7355620024668,0
489.9647566619472,10.152675153675318,1,0,402.5419271811515,0
208.4784989514688,0.0,0,0,369.13753482516904,0
231.03678653024252,18.043267819397016,2,0,332.52923165551397,0
799.3741859201118,8.00241214166407,1,0,1137.0531631496458,0
1335.299578140652,12.774594404557979,3,0,725.3856060987479,0
893.3884308586292,19.284643388156226,3,0,384.1501496368679,0
868.274579824242,10.421124293220785,0,0,236.74947097793088,0
279.2532799412208,10.91288953730848,0,0,506.4576670902297,0
223.7736932246763,6.559866676971632,0,0,448.5629495717826,0
658.3990818165113,20.935923450318214,6,0,560.1076096178399,0
379.26724036679894,20.00476550521278,0,0,257.41637307008614,0
528.2679806508161,20.693537125746488,2,0,924.3537379038476,0
133.21264328657028,18.162569726102966,1,0,323.43918624474355,0
300.0738155170084,23.0,0,0,266.5477311830087,0
825.3971212183704,21.279116632972777,0,0,410.6459186119365,0
91.61575117939236,11.998128704632848,0,0,705.7638445191853,0
84.87993655698811,14.418286180764756,1,0,842.6327232580785,0
641.1660874330288,12.316959108329652,0,0,433.64216054975805,0
341.7359177715864,3.230537608299505,1,0,144.5112241892704,0
17700.125884120207,0.0,3,1,58.35619453072618,1
520.9008408560327,13.039175450571147,2,0,515.6216481521349,0
1092.890494644127,14.820229866428939,2,0,556.5915336252815,0
878.0253550939738,12.225997792983065,2,0,324.9773710843812,0
499.8720712959473,20.882136924586966,4,0,714.2467053937081,0
879.8940823139717,6.101286985844613,0,0,613.8742740518228,0
185.13933332135966,7.838970284409628,1,0,589.0847954132962,0
61.97678554155915,17.54649250638252,0,0,326.51047767858034,0
568.290025421407,11.831863793750447,2,0,591.4294468699534,0
43.49990666430543,17.905201161681703,2,0,834.3284328043906,0
972.2966927790233,17.692323288998466,0,0,1258.8151634839055,0
157.33875587826185,17.419557665617642,0,0,446.43619320915633,0
1521.6562377290327,9.79669168791318,1,0,189.18290369174272,0
319.55913960088543,8.489636077136513,3,0,403.7133690883798,0
1232.2096118546553,10.822905103202842,1,0,756.7219121862461,0
817.26010266433,11.673011002273697,5,0,150.09071026260662,0
472.2228136794763,13.000831010988561,0,0,513.8032165349548,0
180.29556001381164,15.942257562597316,1,0,642.4556082246726,0
584.3892752165939,17.95403726792972,3,0,533.3423648530803,0
510.88004342099214,23.0,1,0,691.5912554891559,0
195.41762130043577,12.233751455371511,0,0,263.40308102658804,0
829.5637085282805,15.034456293888578,3,0,452.8130963792723,0
89.16225753252601,7.599954217510738,1,0,842.4062435876077,0
129.85639408098942,11.135996830859924,1,0,804.3256521904933,0
415.0493831233994,13.93193806683763,0,0,786.045126505584,0
73.9858862738404,6.331590289774582,2,0,463.80932636455816,0
299.54490846875717,10.036951022362647,2,0,491.3763719481108,0
948.8026800564677,7.771503865218002,4,0,251.04108774312004,0
472.93629006554704,9.405352064956322,0,1,440.11969119915636,0
466.22594332517434,16.856501875659184,0,0,174.68604565818362,0
589.4283204206097,14.356651980149124,0,0,496.8215564257336,0
372.04539840486,8.854765406489978,2,1,493.07451914710214,0
195.12584279381718,14.1951948396108,1,0,179.7850332814779,0
661.2792981576765,12.882848324738454,0,0,460.10265029458105,0
1872.3437625720778,7.820731739202479,0,0,572.9270256278496,0
382.26442166491995,14.318186012708736,1,0,188.30966365983696,0
764.2080440260573,9.723815404092269,1,0,705.6696059250722,0
190.14091658000294,8.375029221458268,2,0,405.2106062884973,0
223.4767937451353,23.0,1,0,620.9739576948824,0
1390.2829758636715,8.401970444601398,3,0,337.68159530680657,0
292.21170203851625,7.915574322105041,3,1,1036.139097448598,0
110.50581175689312,13.79603528573377,0,1,464.49683066152227,0
53.598020456409806,22.87622469665127,1,0,452.3830097396227,0
317.74443556846256,18.41031418069477,3,0,584.4207809054625,0
3563.7269560287373,17.750014122793864,0,0,759.6508917206991,0
447.6472004362754,13.28412881969978,0,0,723.9906772005503,0
398.4857752123507,4.340603693695824,1,0,681.3178503871661,0
460.5915757270269,15.906448032540096,1,0,499.4925015523318,0
168.2690777940346,18.59779964348481,1,0,650.2844120930569,0
1510.8429558861508,10.759781660577625,2,0,682.3824002360298,0
389.3943412867609,11.842824509566103,3,0,691.290665473137,0
316.72059360353757,13.364006424215598,0,0,105.34416805637514,0
357.4440938229387,16.157847311931654,0,0,359.8079980270586,0
575.6959684380245,18.818865609430524,0,0,273.70523031950586,0
245.83801783311955,21.338339762294517,2,0,767.8231411070578,0
71.42757963703622,15.290842001710836,1,0,270.5073046950537,0
386.02053474501383,11.125054067185788,1,0,620.287569927443,0
244.86558055733897,14.769337466092882,0,0,540.1060657580116,0
639.0432544547499,15.476035451930827,0,0,721.6734780939458,0
324.8698279976683,5.885992353020429,0,0,454.0319981964954,0
144.44306302456323,18.354243783367284,0,0,344.48057045953095,0
365.5086727584189,20.160908389058957,3,0,623.5222032028349,0
540.5561114939561,15.289617271890412,1,1,673.274541200197,0
178.92686516087227,23.0,0,0,932.1962499711017,0
424.3028388167271,15.11929248941246,1,0,736.8486012514061,0
277.0966436226711,6.75432259668092,1,0,289.8223114062995,0
483.4128795007633,15.065210819061244,0,0,429.12319983830577,0
277.89960313399644,14.181003021493524,4,0,260.4089749924568,0
900.684241332428,13.285241425312131,2,0,169.67119582775615,0
1053.9551416451852,20.400375768221075,0,0,754.2057763648452,0
780.2184600110496,17.47765126929523,1,0,317.0705129576201,0
1891.8062515289269,19.656191707337275,3,0,338.9350444047493,0
76.24352661045889,13.822698932424753,0,1,1037.3643494497178,0
402.0269601527281,23.0,0,0,373.2861702174856,0
373.44781965532434,19.87633380287698,0,0,977.2603546840793,0
179.6374221513265,19.243178411480983,1,0,700.5946274128005,0
739.5505817107763,5.866231967366904,0,0,680.8869447517305,0
213.43679643964992,12.43401475734969,0,0,743.8123461444479,0
995.0306559133352,17.357954282734134,0,0,278.870625714945,0
539.0617033799193,14.718539809672542,0,0,771.8296022598744,0
472.3476939450455,10.887136963913878,0,0,777.719031847255,0
323.8662259456869,15.11380962225672,1,0,399.90279819161765,0
127.02176952824573,11.8550904436653,2,0,709.8488208782485,0
528.2483468043142,13.447001464821328,1,0,595.0490934742936,0
308.6353760748079,13.979636310276295,1,0,496.65996612613554,0
764.1241087864756,8.442562087124589,0,0,517.4834410340455,0
553.5066575994897,19.473650113244858,2,0,298.7109188673172,0
434.3694981475066,18.425379641628773,0,0,871.0144173649619,0
22.09382651225963,13.70320879956946,2,0,423.41724173235843,0
341.0471845641761,13.385928216258858,0,0,243.3492104553614,0
885.6945919008997,18.25965668756579,1,0,706.860917843267,0
99.05582531756798,9.545467647265909,0,0,315.70136692259905,0
809.9353296256214,10.77830768356551,1,0,677.4995342642619,0
107.7208745792492,17.891305064982777,0,0,310.6673992002317,0
269.8617364413092,13.387715666259107,0,1,765.1914737933971,0
124.20819289024207,10.925176619613103,1,0,176.94066546256497,0
502.84097736472495,8.871573935281688,0,0,531.7427339236214,0
1355.5248281722122,20.024718642069814,0,0,210.3962336542748,0
190.5119737231632,19.843258333166677,1,0,463.0190531630982,0
275.9515075234576,6.561121017601613,2,0,832.4531567964314,0
386.5231728194155,23.0,0,0,498.6557252796489,0
67.31055599339648,17.72761111573298,2,0,851.3840902800322,0
1176.5190815954707,15.174704846036626,1,0,315.33035126410994,0
1280.437458963456,6.1468209757228705,1,0,447.88921000757097,0
98.96853425772511,20.688745509612755,2,0,861.0549915345251,0
198.5859089694673,18.18614350471607,0,0,501.65518013703723,0
947.0472414721938,15.59930786107121,1,0,148.19167203693812,0
471.92638814271606,12.148528243229592,1,0,716.7201068750143,0
561.9826043669385,18.771220863193534,2,0,207.00259890075472,0
1512.6869737152065,12.817851382436931,1,1,249.8662216799754,0
423.93995416233577,13.465330998423113,1,0,723.7212751371956,0
107.60253570578992,19.347086485016824,2,0,298.39102056512814,0
454.2037525796918,18.22443085119914,2,0,455.6516605240715,0
417.76889782051325,21.66963209424549,2,0,467.8229493577346,0
111.41986104996884,23.0,0,0,731.5966060020692,0
88.29239036135519,7.781712085149492,2,0,652.4119628285556,0
413.31890277184823,17.00992427188799,2,0,481.1005328096074,0
273.9842309350659,18.147217579929055,0,0,768.4891660752656,0
1516.1411582375438,6.258381890907115,0,0,888.4844628208277,0
513.4106841532055,10.83711727180398,0,0,457.4881854520607,0
1566.8142324054927,18.685293921325215,0,0,333.8297211363841,0
1082.211181644892,11.365652569289635,1,1,471.8152780884942,0
516.1689729401279,14.831111329800585,0,0,431.392692059573,0
952.971380590696,6.397210718963722,0,0,467.0599808450725,0
423.4864964319155,6.137413068352544,2,0,388.77611233345635,0
50.545814671673476,17.61958821839628,1,0,473.0465450299199,0
2383.4065559587802,12.70945390492092,1,0,305.450599265206,0
448.3170799433784,14.659548856277715,1,0,475.2485056246739,0
323.1829579959735,13.10445904461278,2,1,477.38921400412585,0
466.8723352769012,17.253529926279793,0,0,430.12305609836926,0
234.09141625995846,3.30595807657388,1,0,542.9953119425126,0
508.8811215982862,15.496536499957365,3,0,431.37656106137695,0
636.3920552667472,11.28543195183492,1,0,615.8427133233844,0
15.779831857314107,19.18575645152275,1,0,655.0353276266277,0
1164.3871426391597,17.777585578755055,2,0,735.2957207175729,0
156.55939855781133,8.548264013051519,0,1,504.0800228736275,0
385.7978773682596,11.290866274451353,2,0,607.9457960114216,0
1990.4310758961412,12.586082785476618,3,0,380.94428046585193,0
271.1170648468552,10.17888087834757,0,0,379.6900412877285,0
53.30703914792931,21.85441893987353,1,0,367.4844761925327,0
325.5670105070765,17.669307616019907,1,0,482.3234745301884,0
129.87083257684165,11.287833666514187,1,1,691.247148336612,0
309.22705284846063,7.928670063339965,2,0,437.5926420574089,0
362.07848930522414,14.090345262397518,0,0,410.13888749340344,0
48.03766002183467,12.013194867945389,0,0,546.5718525316876,0
168.64619652494423,7.969053686821214,0,0,494.0400186652994,0
443.3871541415955,19.34497444307838,0,0,332.4536678837284,0
197.71126239168805,15.008339872278931,2,0,239.21694204220003,0
140.7076697372909,10.471465864169407,0,0,556.2257813833689,0
144.01449368416792,9.272875418167226,1,0,384.3414700188876,0
240.13222708758317,16.27439271530563,3,0,535.4293612428705,0
802.9086534095334,9.672101252496725,0,0,122.70193315575793,0
236.21379252845603,21.477479763062647,1,0,275.7870873598873,0
1303.386530636023,6.558022540291121,2,0,378.9441387667068,0
510.36966646950464,15.572158817372435,3,0,669.3361412213036,0
754.8013554006278,20.363753474125822,1,0,427.9402858054537,0
398.77202414726054,8.116264035648335,0,0,437.66919301698925,0
964.8700850906039,14.212911969150635,0,0,296.65388852914305,0
150.54809790155207,13.610516010988647,1,0,1207.6476381359346,0
3013.751371451469,7.500326063949634,0,0,823.4361224876155,0
194.49326402422412,7.501191473565902,1,0,348.7203925851277,0
50.303295512984,11.066879988011872,1,0,707.2367638945075,0
189.4366597236493,0.4579769788762871,0,0,225.85681856913712,0
3384.6457902890274,17.347225473399934,1,0,307.42419430365635,0
499.03186736642016,6.111856701803266,0,0,1123.6027586800262,0
737.8298485843237,14.874831640750534,2,0,239.2374857157356,0
539.8021886527553,19.123136009488192,0,0,251.3105708756386,0
820.082395183649,21.11151726798451,0,0,661.0411317999061,0
212.52477094754343,21.230765070380073,0,0,667.8031243848895,0
548.18881854071,18.356507866080435,1,0,386.5596628677412,0
792.654632099095,16.841629841208153,1,0,276.40237412328577,0
1081.7944898317764,14.488410367427138,1,0,505.3421951212324,0
2487.164367274465,5.254720185092747,1,0,482.2927427639685,0
502.7681791829704,11.974775359923402,2,0,853.4468937923259,0
726.7287285798932,13.528284584254305,0,0,272.0315149581381,0
263.50580568067505,22.70834331542342,0,0,287.07872990754066,0
436.3382293327221,14.123476701115958,2,0,408.84038967201474,0
311.1430009419483,15.491974140591488,3,0,387.4203283445438,0
739.8830314758536,6.621197076442207,2,0,155.8022830464006,0
765.2122191776488,23.0,2,0,879.4594112842882,0
680.8375849210214,14.364290958121526,0,0,662.256296195128,0
243.5707352857053,13.329512462793504,0,0,400.2760706766666,0
863.2848979019338,9.579682822237599,1,0,597.0662148193013,0
694.9670232195812,21.350649151135592,1,0,790.0041245264539,0
430.53328208814634,6.75019189630222,1,0,445.2617169123255,0
173.59095333018422,20.198202586778294,1,0,438.5560194558958,0
281.2043493692862,6.600859754266711,0,0,431.6507406646794,0
177.3984490844484,12.09670649120551,3,0,634.9444678747067,0
2435.332881343675,11.600707944136984,0,0,446.56705483106913,0
227.9753571390951,7.593318830284592,1,0,535.9887712902704,0
2887.5021525984694,19.64353362757015,4,0,848.3644209155926,0
1195.1853090685725,15.263548291496248,0,1,489.0168034200833,0
83.1195430748126,13.383616849492721,1,0,677.5653553387906,0
421.5340398941822,21.65128348064507,0,0,673.2164357298757,0
1010.6642985154496,11.32777897268618,3,0,1002.0839139473342,0
2296.496881316661,8.844247745537071,5,0,203.08520415036008,0
322.19177545451726,1.238470743886241,2,0,589.6770953364673,0
349.1981716322116,15.787290701361506,1,0,633.0252777472787,0
1061.3527642800912,6.800514160305376,2,1,641.7019446723255,0
221.44596426858016,14.734561795047345,1,0,659.8369996113581,0
1280.5711664217615,14.942362945861401,1,0,478.7514102722252,0
198.13361838084583,11.315609365135044,2,0,586.3042715137769,0
76.52928033435676,13.212848362309764,0,0,428.7795334855008,0
2809.6606480841347,15.275991036909932,1,0,987.2495565005576,0
439.58268778666616,11.586960929232799,0,0,285.2133781250023,0
391.9692521853646,8.597609747049184,0,0,483.0476688650841,0
257.37825945119175,9.801482524663596,0,0,694.8442403597843,0
92.61959883685586,12.323018439609093,0,0,538.5013734451758,0
466.6249724561658,12.801980751536222,0,0,489.74296361977645,0
421.603220060624,6.306805444943395,1,0,150.6032634078804,0
465.6422115962633,15.783092375149536,2,0,343.49845865005466,0
1143.5727182942728,17.763884417574847,1,0,390.3759483482538,0
254.02854935846406,12.549241522495787,0,0,829.5593928007627,0
1269.7547636462277,15.632996818484443,2,0,274.92171367559405,0
704.0633351611383,15.125037543910233,2,0,464.4045542518166,0
76.83045922672967,6.59219025387832,2,0,658.65734578522,0
769.3820900044618,13.17417507586027,2,0,602.226711287815,0
518.9352010167881,7.2948569519895585,0,0,674.3746542952398,0
1459.5813407432033,14.60983383946581,1,0,193.0632828705322,0
1438.081663068755,23.0,1,0,299.5321355092267,0
208.9074206890279,12.652070470331044,1,0,499.34629320972033,0
259.9708578958753,8.380442397340708,1,0,504.9565821521925,0
257.7840850955915,10.008246647261682,1,0,486.4818330599778,0
1607.0219021276762,9.04778256431064,1,0,236.00286510978285,0
1246.9385427317584,12.344501863518978,2,0,512.7039440387598,0
380.74651577664724,12.229189461257109,1,0,506.1594078457948,0
643.2089875424125,10.406534995100362,0,0,204.6820462063255,0
1857.7704857405815,12.921977119592295,0,0,335.41279614943267,0
2213.0951244217185,12.608330803071496,0,0,312.88673021387785,0
1350.737541563357,18.396207804643137,0,0,343.1267504292119,0
1101.972157768706,12.98682366077249,0,0,563.9647310437365,0
1189.04815839681,13.914160553637224,1,0,385.7328324865457,0
240.34356912257323,16.677915551423503,0,0,373.1720587377754,0
437.86270949695864,13.395511403248555,2,1,293.094045183945,0
3539.719152032694,13.981919373440864,0,0,173.43158274091616,0
1027.931022861954,14.77447369134162,2,0,367.76594774290044,0
208.4818803494312,11.474437405265387,1,0,358.0794593331848,0
1220.301971194618,16.33666831416618,1,0,547.9937555377926,0
99.13091699555375,9.492091832323005,0,0,757.6948622677234,0
249.80811208001685,15.328634081993338,2,0,355.97820291305703,0
821.2060276550989,10.885390446772027,1,0,586.1937312876296,0
431.85382719130104,16.00918379759924,1,1,334.1160032526319,0
351.58711997612835,20.55706598925099,1,0,468.85546929776416,0
6135.900627421967,17.354034630886,2,1,349.97249898075415,0
720.2352156874562,20.149140803042815,2,0,640.4164123659036,0
103.30294924676625,15.890026531345686,0,0,774.0283277290093,0
122.84412713491044,13.348290570634884,2,0,621.3480622826066,0
869.4351037016779,13.307520018591195,0,0,668.4158720903946,0
259.5569604984086,19.572318306274873,0,0,436.21437246971215,0
505.52112046370695,6.717850274627569,1,0,721.6005704212577,0
1668.61324572793,10.143848478626143,0,0,165.12213231186894,0
714.8024982412303,19.098607740869365,1,0,277.8517501030781,0
203.86539626726704,13.235574826621718,1,0,724.4730762174563,0
493.29089301391764,19.619878979277956,0,0,849.9428532738616,0
1010.0632158176844,9.812839010517592,1,0,754.605085910529,0
312.74620468890595,9.680957691922412,2,0,118.50610607645027,0
470.1643221624886,13.325823653677626,1,0,405.35345203742867,0
6405.441504331362,21.28942102224071,2,0,1183.4440742157049,0
153.06775334657533,9.164743632256489,2,1,437.05613535064003,0
639.5884133953741,23.0,2,0,218.1067597695485,0
930.3295853868586,8.749192780260277,1,1,1084.4982294849362,0
311.88154821834644,15.731314190514434,2,0,669.0789852834931,0
858.076923852182,9.866908764662949,0,0,648.6453168960677,0
914.1476483364474,20.748161489347385,0,0,428.0194589304533,0
170.27006925403546,15.170080811701864,0,0,453.7869441079702,0
198.33844966695432,13.21257374801369,0,0,232.9129817978548,0
589.3259123968653,11.857582579897842,2,0,578.3409038336032,0
1346.6422565310738,15.862017738183795,0,0,486.7858234578318,0
180.55791504296818,15.658829569420934,1,0,268.64768409559804,0
395.7100300682834,6.60043805351234,3,0,517.1197826538398,0
264.4897432544506,8.191976956245826,3,0,517.9079082430796,0
347.2475676852246,11.58687718623618,1,0,1011.860619184457,0
262.00499433167806,6.827884956744565,2,0,427.6469100374273,0
340.5440021112821,23.0,1,0,292.20731378092165,0
1121.66608182861,14.45857570778096,2,0,495.97913389178626,0
1165.4105262630492,11.556657284582457,2,0,338.2434285010968,0
679.2767908445207,6.084462686224681,2,0,345.56516357878854,0
562.6217248068659,21.12226663049855,1,0,582.7534363842128,0
584.7630739900278,16.478705274819383,3,0,429.91755426945224,0
